avg_vote,metascore,reviews_from_users,reviews_from_critics,tomatometer_rating,audience_rating,usa_gross_income,worlwide_gross_income
5.3,34.0,104.0,147.0,18,46.0, 37490007, 77477008
7.3,58.0,306.0,363.0,67,74.0, 37400127, 53676628
6.3,,6.0,5.0,50,61.0, 54058, 54058
5.2,36.0,93.0,82.0,16,41.0, 25107267, 50507267
7.3,84.0,1228.0,460.0,87,67.0, 44936545, 105697415
1.9,15.0,399.0,110.0,1,21.0, 14190901, 34816824
6.2,52.0,113.0,123.0,36,30.0, 16075, 4644108
7.0,81.0,467.0,447.0,89,71.0, 26004851, 46089287
6.2,38.0,114.0,127.0,27,39.0, 411746, 12355798
6.1,57.0,323.0,316.0,39,49.0, 191452396, 559852396
7.4,59.0,458.0,385.0,69,74.0, 79249455, 161849455
6.9,53.0,170.0,186.0,51,63.0, 55675313, 140073390
6.3,52.0,970.0,435.0,96,89.0, 40563557, 169801921
6.3,52.0,970.0,435.0,43,51.0, 40563557, 169801921
5.9,34.0,355.0,183.0,18,41.0, 25486040, 47719794
5.1,52.0,69.0,118.0,70,31.0, 8297, 8297
6.0,58.0,56.0,116.0,78,47.0, 3697, 20435
4.6,34.0,26.0,42.0,20,16.0, 93388, 726936
5.8,37.0,418.0,261.0,22,49.0, 60128566, 300228084
6.0,49.0,61.0,65.0,41,25.0, 102541, 204940
5.2,30.0,132.0,179.0,14,41.0, 80360843, 169852759
6.8,52.0,853.0,331.0,66,62.0, 54009150, 97009150
6.1,61.0,117.0,191.0,62,38.0, 10823158, 10848783
6.4,65.0,209.0,215.0,72,62.0, 60974475, 91261479
7.5,81.0,84.0,148.0,92,85.0, 449865, 4091378
6.6,54.0,175.0,190.0,84,68.0, 3865, 32118
7.3,62.0,278.0,213.0,70,56.0, 7649973, 16540848
7.0,57.0,821.0,483.0,73,71.0, 312433331, 623933331
7.1,79.0,423.0,397.0,88,76.0, 12134935, 24145613
6.3,61.0,371.0,277.0,75,52.0, 127352707, 173649931
6.0,65.0,36.0,103.0,71,42.0, 610792, 636399
6.5,57.0,233.0,189.0,58,60.0, 112735375, 219103655
4.5,41.0,103.0,106.0,20,49.0, 219614612, 443140005
6.5,51.0,309.0,311.0,40,52.0, 100539043, 211780824
6.4,63.0,272.0,267.0,63,56.0, 50287556, 64616723
7.3,81.0,120.0,248.0,91,79.0, 374675, 2357852
5.1,24.0,130.0,172.0,24,31.0, 11965282, 27206120
7.2,69.0,388.0,385.0,85,82.0, 138447667, 201585328
6.0,30.0,206.0,165.0,39,55.0, 27693292, 68233629
6.2,54.0,288.0,269.0,50,39.0, 32428195, 68968688
6.2,67.0,66.0,166.0,72,54.0, 568662, 887172
6.8,41.0,87.0,65.0,33,56.0, 108589, 3453043
6.2,49.0,146.0,300.0,28,40.0, 19701164, 34737199
6.8,65.0,56.0,119.0,68,60.0, 550472, 1655149
5.5,31.0,298.0,214.0,27,34.0, 21596445, 24856478
4.7,22.0,6.0,9.0,13,53.0, 3496, 3496
7.5,68.0,367.0,406.0,75,78.0, 1738692, 6038942
6.4,72.0,55.0,259.0,73,63.0, 168226, 172935
6.0,37.0,411.0,326.0,20,42.0, 67631157, 278346189
5.4,40.0,242.0,145.0,20,27.0, 21067116, 26250020
6.4,45.0,67.0,128.0,28,53.0, 12068313, 15134293
7.2,61.0,108.0,182.0,67,70.0, 6783129, 9710055
6.6,67.0,735.0,408.0,83,71.0, 101470202, 126041322
6.2,56.0,8.0,22.0,60,57.0, 77389, 77389
5.8,47.0,21.0,22.0,35,30.0, 100688, 100688
5.8,31.0,22.0,55.0,26,48.0, 139034, 221590
6.7,40.0,45.0,61.0,27,50.0, 189621, 303431
7.6,66.0,827.0,456.0,76,81.0, 48071303, 96188903
5.3,35.0,33.0,45.0,21,23.0, 28468, 89182
6.8,60.0,39.0,61.0,40,56.0, 754301, 754301
6.2,48.0,563.0,376.0,45,51.0, 106580051, 337580051
6.0,46.0,419.0,286.0,39,48.0, 83504017, 226904017
8.3,80.0,215.0,238.0,93,92.0, 2071334, 3548768
7.0,72.0,1116.0,669.0,91,74.0, 42073277, 94348403
7.0,49.0,423.0,176.0,41,62.0, 44947622, 80509622
4.7,44.0,938.0,297.0,28,61.0, 297816253, 711020081
4.5,27.0,318.0,220.0,15,43.0, 95347692, 288347692
6.1,52.0,544.0,428.0,60,55.0, 38180928, 97231420
8.4,81.0,930.0,395.0,97,94.0, 209726015, 807082196
7.2,83.0,243.0,277.0,90,76.0, 39464306, 47405566
4.8,23.0,128.0,138.0,4,27.0, 37300000, 40492652
7.1,80.0,617.0,416.0,79,67.0, 3030848, 15946321
7.1,52.0,139.0,167.0,55,64.0, 1361512, 5728213
6.9,19.0,59.0,21.0,36,82.0, 3777210, 3824868
5.6,56.0,264.0,304.0,67,58.0, 24046682, 36993168
5.5,49.0,71.0,138.0,40,35.0, 52604, 156190
6.7,55.0,199.0,274.0,64,66.0, 75612460, 131940411
4.3,16.0,63.0,27.0,0,50.0, 252676, 487420
5.4,27.0,81.0,101.0,12,40.0, 24307086, 66166000
7.4,84.0,734.0,608.0,93,82.0, 66486205, 176506819
5.7,32.0,12.0,39.0,23,27.0, 102645, 111731
6.8,60.0,173.0,213.0,79,72.0, 216391482, 746921274
6.3,56.0,233.0,257.0,66,55.0, 98711404, 152263880
5.6,42.0,6.0,7.0,33,64.0, 19908, 27183
6.0,47.0,11.0,8.0,50,63.0, 78948, 78948
7.1,72.0,322.0,269.0,85,77.0, 58401464, 74952305
5.6,47.0,311.0,290.0,44,36.0, 100292856, 216197492
7.7,95.0,792.0,577.0,96,86.0, 96962694, 224920315
7.1,49.0,199.0,56.0,69,72.0, 3680306, 6913518
6.5,55.0,88.0,144.0,62,47.0, 1475746, 7034834
4.3,30.0,64.0,92.0,13,38.0, 43585753, 112483764
6.5,57.0,861.0,562.0,62,63.0, 54239856, 97542952
7.2,55.0,247.0,222.0,62,75.0, 1818681, 10329747
5.8,51.0,25.0,46.0,48,33.0, 33042, 33042
5.2,42.0,361.0,276.0,45,37.0, 44898413, 346118277
6.3,69.0,12.0,59.0,76,54.0, 25572, 25572
6.3,69.0,63.0,116.0,78,50.0, 4360548, 5245746
5.9,33.0,202.0,122.0,20,66.0, 62950384, 89041656
5.6,48.0,24.0,65.0,45,54.0, 40557, 40557
6.0,26.0,52.0,24.0,5,42.0, 25517, 25517
5.7,36.0,224.0,268.0,17,39.0, 35353000, 68267862
6.6,45.0,521.0,462.0,33,54.0, 241071802, 1045713802
6.3,24.0,192.0,86.0,23,58.0, 10273188, 10629321
5.7,48.0,16.0,46.0,34,24.0, 46029, 46029
5.7,48.0,16.0,46.0,62,56.0, 46029, 46029
6.4,52.0,113.0,69.0,34,24.0, 6102076, 10421847
6.4,52.0,113.0,69.0,62,56.0, 6102076, 10421847
7.2,67.0,232.0,288.0,81,74.0, 165249063, 665692281
4.6,35.0,107.0,144.0,13,34.0, 100246011, 201584141
6.8,57.0,97.0,62.0,73,58.0, 44462, 44462
5.0,38.0,24.0,68.0,13,48.0, 20255281, 21409028
5.4,49.0,121.0,132.0,37,40.0, 21392758, 38992758
7.6,72.0,418.0,334.0,93,88.0, 35014192, 39187783
6.7,59.0,260.0,270.0,55,53.0, 7078738, 9636289
5.4,27.0,438.0,195.0,24,40.0, 20706452, 27506452
5.7,48.0,150.0,291.0,46,39.0, 9489829, 21947209
5.0,69.0,22.0,19.0,76,29.0, 43073, 43073
4.8,27.0,136.0,136.0,12,27.0, 29580087, 85280250
6.2,44.0,343.0,274.0,51,43.0, 33601190, 62695489
7.6,77.0,270.0,300.0,85,81.0, 9176000, 24964890
5.8,33.0,55.0,76.0,12,54.0, 1069334, 4372642
6.1,59.0,24.0,25.0,81,56.0, 13500, 13500
7.6,68.0,693.0,553.0,82,77.0, 176760185, 481800873
5.6,63.0,319.0,315.0,72,35.0, 41034350, 67738090
5.7,49.0,283.0,260.0,82,94.0, 2193658, 4861022
5.7,49.0,283.0,260.0,40,37.0, 2193658, 4861022
6.7,60.0,162.0,284.0,61,55.0, 970816, 7293705
6.7,40.0,294.0,428.0,32,57.0, 46000903, 105200903
5.6,47.0,14.0,22.0,64,46.0, 11777, 11777
7.2,58.0,308.0,316.0,65,65.0, 37738810, 74188937
7.6,72.0,328.0,317.0,81,82.0, 251513985, 543113985
5.0,58.0,509.0,285.0,48,60.0, 300531751, 698491347
6.5,39.0,128.0,169.0,21,67.0, 60457138, 99357138
6.3,74.0,133.0,223.0,80,53.0, 7468936, 9923855
5.0,,8.0,10.0,50,63.0, 515065, 515065
4.3,18.0,484.0,185.0,5,24.0, 8840453, 32443111
6.8,48.0,89.0,111.0,45,55.0, 48764, 453708
6.2,28.0,354.0,225.0,16,48.0, 38362475, 151783839
8.0,76.0,1498.0,629.0,58,49.0, 183637894, 532950503
8.0,76.0,1498.0,629.0,79,84.0, 183637894, 532950503
5.9,47.0,380.0,362.0,42,55.0, 38518613, 59418613
6.1,83.0,19.0,36.0,91,47.0, 35556, 35556
6.4,38.0,1008.0,509.0,27,53.0, 89760956, 440603537
5.4,46.0,231.0,156.0,32,25.0, 30212620, 48668907
7.1,60.0,673.0,467.0,79,72.0, 13414714, 35626525
8.4,78.0,2878.0,837.0,87,90.0, 448139099, 1081041287
6.1,67.0,32.0,89.0,75,48.0, 133411, 159852
7.1,49.0,9.0,28.0,63,69.0, 2968, 473528
6.2,51.0,219.0,319.0,53,55.0, 65187603, 197687603
6.3,48.0,178.0,220.0,51,39.0, 3075255, 11702642
6.7,46.0,165.0,148.0,36,61.0, 50474843, 78274843
7.0,66.0,106.0,185.0,72,71.0, 15436808, 21011110
6.9,68.0,336.0,415.0,73,68.0, 62575678, 99775678
5.8,56.0,30.0,101.0,42,37.0, 453377, 457867
4.7,,30.0,17.0,14,11.0, 2560, 26011
6.3,48.0,1187.0,398.0,52,55.0, 58250803, 274650803
5.7,39.0,124.0,144.0,22,39.0, 30441326, 34942188
7.4,55.0,938.0,515.0,66,66.0, 27108272, 130482868
6.6,44.0,175.0,165.0,43,59.0, 34296320, 41296320
7.2,65.0,77.0,145.0,80,75.0, 1095369, 12395087
5.8,45.0,217.0,280.0,45,44.0, 10938134, 16405171
6.4,45.0,180.0,170.0,26,42.0, 105095, 8106475
8.8,74.0,3439.0,462.0,87,91.0, 292576195, 829895144
5.9,30.0,344.0,178.0,10,62.0, 162001186, 271430189
5.4,39.0,37.0,29.0,20,37.0, 6399, 128471
6.7,65.0,107.0,211.0,80,67.0, 166980, 867714
6.4,57.0,124.0,228.0,54,45.0, 5133027, 19633027
7.0,60.0,448.0,420.0,71,67.0, 62495645, 127869379
5.6,31.0,188.0,205.0,18,39.0, 44875481, 55583804
6.6,64.0,356.0,274.0,78,60.0, 119219978, 170432927
6.0,40.0,2140.0,679.0,27,59.0, 325100054, 746846894
5.7,63.0,804.0,356.0,48,22.0, 24449754, 55003890
6.5,41.0,135.0,185.0,36,46.0, 3310031, 5072654
7.1,58.0,222.0,261.0,64,71.0, 75624550, 120081841
6.9,47.0,246.0,316.0,43,53.0, 25020758, 93920758
7.2,68.0,2001.0,680.0,84,81.0, 408010692, 694394724
8.1,90.0,1886.0,812.0,97,85.0, 154058340, 375209362
4.2,30.0,67.0,98.0,9,42.0, 33644788, 83761844
8.1,74.0,801.0,488.0,80,87.0, 61002302, 122126687
6.0,53.0,119.0,186.0,48,53.0, 68224452, 187361754
4.6,22.0,94.0,59.0,3,17.0, 3669, 25603
6.2,45.0,485.0,361.0,22,52.0, 139854287, 376141306
5.8,41.0,160.0,180.0,44,59.0, 103860290, 335260290
7.9,72.0,376.0,381.0,88,91.0, 161197785, 201634991
6.2,42.0,916.0,433.0,35,55.0, 352390543, 1123794079
7.2,90.0,335.0,372.0,94,76.0, 6531503, 13796834
6.9,47.0,11.0,13.0,31,79.0, 4550, 4550
5.9,50.0,84.0,158.0,45,61.0, 64006466, 150406466
7.0,45.0,103.0,137.0,53,61.0, 382946, 449702
5.3,37.0,50.0,61.0,25,30.0, 12139, 491154
5.3,37.0,50.0,61.0,33,47.0, 12139, 491154
7.1,40.0,385.0,148.0,27,69.0, 19068240, 56032889
5.1,43.0,44.0,37.0,14,21.0, 106524, 123820
6.1,50.0,74.0,73.0,32,73.0, 37729698, 37747016
7.7,72.0,1218.0,616.0,84,89.0, 228778661, 467365246
6.2,41.0,126.0,153.0,18,58.0, 134938200, 154468902
6.4,49.0,353.0,309.0,57,56.0, 42025135, 98337295
3.2,9.0,75.0,49.0,0,24.0, 2529395, 2530394
6.4,44.0,406.0,386.0,33,52.0, 254464305, 586764305
7.2,62.0,286.0,265.0,79,79.0, 46412041, 136836156
5.8,40.0,124.0,116.0,26,40.0, 3614896, 5042014
6.6,54.0,313.0,167.0,51,62.0, 45819713, 67450815
5.8,28.0,356.0,89.0,17,43.0, 25702053, 32005248
3.5,28.0,3.0,9.0,7,18.0, 24554, 24554
7.1,50.0,81.0,83.0,61,67.0, 1188194, 1188194
5.1,30.0,225.0,322.0,5,38.0, 19075290, 71154592
6.3,67.0,204.0,301.0,71,48.0, 1785645, 13936909
7.3,67.0,90.0,185.0,79,78.0, 4439201, 8457613
6.4,51.0,660.0,370.0,65,52.0, 52000688, 127233108
4.5,48.0,19.0,43.0,51,51.0, 7018189, 7454185
5.9,40.0,7.0,5.0,42,54.0, 53692, 1451465
6.2,51.0,118.0,251.0,53,36.0, 356582, 1585582
6.7,61.0,579.0,463.0,71,69.0, 132556852, 414828246
7.1,69.0,95.0,200.0,92,76.0, 46462469, 147419472
5.7,40.0,120.0,187.0,26,47.0, 20396829, 68896829
6.5,61.0,71.0,115.0,75,64.0, 20157300, 24740061
8.0,65.0,1409.0,653.0,84,90.0, 363070709, 782612155
7.3,80.0,147.0,253.0,92,74.0, 3205706, 19722766
6.4,44.0,173.0,197.0,53,90.0, 23240020, 35626958
6.4,44.0,173.0,197.0,42,49.0, 23240020, 35626958
4.1,18.0,120.0,143.0,3,24.0, 4936819, 9627492
6.9,63.0,202.0,240.0,72,71.0, 143619809, 483866518
6.4,37.0,87.0,114.0,27,60.0, 31162545, 48190704
5.8,41.0,834.0,390.0,34,54.0, 65422625, 303025485
6.3,61.0,499.0,340.0,65,38.0, 35606376, 67876281
6.0,25.0,19.0,22.0,27,66.0, 1647416, 1647416
7.3,57.0,205.0,266.0,74,80.0, 103412758, 306941670
7.0,64.0,2495.0,823.0,73,68.0, 126477084, 403354469
6.5,44.0,178.0,196.0,26,42.0, 25124966, 56383756
7.2,74.0,63.0,166.0,91,80.0, 26692846, 49871429
7.1,56.0,154.0,268.0,65,67.0, 34411, 8373672
7.3,65.0,302.0,389.0,80,81.0, 268492764, 743559607
8.1,62.0,526.0,390.0,76,89.0, 169708112, 216639112
7.7,96.0,2027.0,772.0,96,80.0, 274092705, 723192705
6.8,66.0,112.0,191.0,62,62.0, 2541854, 5383097
7.5,68.0,1003.0,555.0,85,83.0, 137400141, 319494638
7.4,52.0,281.0,236.0,51,66.0, 21148651, 67448651
6.0,35.0,162.0,183.0,6,36.0, 21302340, 38502340
7.0,65.0,525.0,363.0,86,64.0, 1044143, 19152480
6.6,47.0,121.0,162.0,35,67.0, 51854875, 56012642
4.4,22.0,50.0,86.0,5,58.0, 37915414, 82686066
6.2,56.0,33.0,13.0,56,41.0, 48390, 60048
6.1,36.0,378.0,291.0,33,57.0, 55100437, 149878437
6.5,66.0,148.0,221.0,74,62.0, 33245, 405380
5.5,37.0,429.0,325.0,18,55.0, 58060186, 177856751
5.7,44.0,9.0,13.0,57,59.0, 29384, 29384
5.5,43.0,146.0,144.0,48,35.0, 8525600, 9322895
6.4,63.0,489.0,347.0,73,53.0, 237301, 4242978
4.6,22.0,97.0,40.0,0,48.0, 3818664, 6272403
6.5,59.0,132.0,189.0,78,65.0, 24252420, 211952420
5.6,24.0,299.0,184.0,10,42.0, 45710178, 136150434
6.2,70.0,88.0,214.0,86,59.0, 6861102, 7728936
6.8,75.0,538.0,384.0,90,76.0, 169106725, 288383523
6.6,75.0,333.0,409.0,90,75.0, 1024175, 5824175
5.0,58.0,213.0,375.0,66,31.0, 763556, 6063556
6.0,,7.0,1.0,93,90.0, 7137, 7137
8.1,77.0,1489.0,622.0,93,90.0, 226277068, 619021436
6.5,60.0,43.0,65.0,59,45.0, 53837, 82993
4.1,20.0,1.0,16.0,5,15.0, 14693, 14693
5.9,48.0,17.0,5.0,73,47.0, 6796, 6796
7.6,48.0,1702.0,325.0,56,86.0, 174340174, 434993183
5.7,40.0,18.0,43.0,44,43.0, 1029, 27187375
6.3,39.0,169.0,217.0,25,47.0, 37081475, 75450437
6.5,68.0,27.0,51.0,86,61.0, 9812, 9812
7.3,84.0,566.0,235.0,97,77.0, 22680962, 24624917
6.3,52.0,219.0,238.0,71,61.0, 127440871, 216972543
5.7,47.0,53.0,95.0,18,36.0, 1646788, 1767963
6.8,60.0,172.0,225.0,67,62.0, 1969193, 4552970
5.8,45.0,160.0,249.0,45,33.0, 693286, 1353868
6.9,57.0,423.0,343.0,69,70.0, 117538559, 209838559
5.4,44.0,227.0,304.0,47,37.0, 10721033, 28931401
5.0,47.0,12.0,33.0,48,28.0, 21527, 21527
8.0,88.0,701.0,486.0,95,92.0, 138797449, 414242458
5.8,67.0,424.0,403.0,80,41.0, 18942396, 33372606
6.7,52.0,14.0,29.0,55,52.0, 6840, 6840
7.5,48.0,430.0,386.0,60,77.0, 186848418, 543848418
5.9,35.0,393.0,281.0,93,72.0, 26627201, 63327201
5.9,35.0,393.0,281.0,9,49.0, 26627201, 63327201
6.5,85.0,119.0,202.0,86,53.0, 977772, 1205257
5.0,38.0,72.0,104.0,20,60.0, 1784763, 13015764
6.1,34.0,293.0,224.0,27,45.0, 58884188, 104884188
6.0,52.0,727.0,326.0,30,35.0, 65014513, 268175631
6.2,42.0,184.0,171.0,31,49.0, 150357137, 242786137
6.4,65.0,104.0,153.0,73,53.0, 2711643, 2820490
7.2,81.0,155.0,169.0,85,77.0, 5790894, 14311701
5.0,29.0,29.0,64.0,6,49.0, 8888355, 16549477
7.8,83.0,600.0,505.0,93,89.0, 107100855, 218791811
5.1,36.0,51.0,60.0,16,22.0, 30680, 1091132
6.5,34.0,95.0,57.0,14,48.0, 9216, 610986
5.6,53.0,373.0,215.0,59,48.0, 84752907, 177512032
6.3,37.0,75.0,122.0,12,47.0, 583455, 868439
5.9,33.0,485.0,215.0,14,58.0, 31165421, 95396573
5.0,47.0,317.0,357.0,37,31.0, 20777061, 45173154
7.3,78.0,143.0,265.0,94,81.0, 5360274, 19560274
7.6,82.0,468.0,459.0,93,85.0, 18335230, 60738797
6.4,43.0,30.0,24.0,33,82.0, 2430735, 2430735
5.1,57.0,46.0,53.0,56,33.0, 3361, 92748
6.5,66.0,196.0,254.0,74,60.0, 20275446, 31083599
7.0,66.0,274.0,250.0,66,66.0, 1321194, 1776935
7.2,64.0,88.0,92.0,85,79.0, 1759252, 1863506
6.3,45.0,117.0,134.0,22,53.0, 20218921, 20529194
6.3,60.0,454.0,217.0,63,41.0, 16468499, 46672564
7.2,86.0,468.0,499.0,85,61.0, 16377274, 28258060
4.2,18.0,305.0,226.0,6,22.0, 53261944, 101758490
7.1,,3.0,4.0,40,80.0, 110289, 110289
6.2,74.0,36.0,68.0,81,62.0, 841733, 1043262
7.0,48.0,212.0,223.0,36,49.0, 13843771, 59389433
6.9,64.0,88.0,131.0,81,80.0, 72286779, 95415285
6.4,33.0,242.0,203.0,19,59.0, 103028109, 214945591
4.4,26.0,986.0,225.0,16,18.0, 21393620, 66821036
5.7,,6.0,2.0,50,84.0, 318121, 318121
6.2,35.0,25.0,20.0,22,34.0, 3519, 36145
6.6,40.0,165.0,259.0,32,52.0, 18620000, 46221189
7.8,71.0,690.0,531.0,86,86.0, 102515793, 232617430
7.8,71.0,690.0,531.0,85,87.0, 102515793, 232617430
7.2,72.0,527.0,401.0,75,74.0, 79884879, 177584879
7.4,68.0,342.0,315.0,79,78.0, 84351197, 145051197
6.2,72.0,41.0,114.0,80,54.0, 391674, 416498
6.1,44.0,940.0,209.0,27,50.0, 15951040, 83672673
6.7,69.0,16.0,18.0,100,78.0, 35412, 35412
2.5,,110.0,28.0,11,18.0, 1076443, 2454414
5.3,46.0,144.0,184.0,24,29.0, 48475290, 69721966
5.5,52.0,28.0,51.0,66,31.0, 5206, 51017
5.6,31.0,174.0,229.0,12,41.0, 31611916, 44287131
6.1,41.0,214.0,222.0,36,41.0, 35608245, 72008245
5.8,41.0,305.0,357.0,29,48.0, 122523060, 375740705
5.7,41.0,97.0,168.0,23,47.0, 41152203, 84384002
6.8,43.0,134.0,140.0,27,62.0, 538690, 3338690
7.0,56.0,718.0,425.0,53,70.0, 241410378, 758410378
6.9,60.0,362.0,460.0,81,73.0, 66380662, 116980662
6.3,56.0,431.0,281.0,56,39.0, 36343858, 119942387
6.5,40.0,361.0,216.0,26,72.0, 70012847, 81275130
5.4,64.0,275.0,295.0,80,42.0, 78396, 1178831
3.4,21.0,97.0,55.0,9,22.0, 17062499, 30734502
7.3,66.0,410.0,365.0,77,83.0, 209837675, 626137675
7.0,65.0,113.0,149.0,72,66.0, 2436633, 5578519
7.0,53.0,128.0,110.0,45,75.0, 43853424, 47088990
6.3,31.0,258.0,243.0,26,56.0, 54760791, 156491279
7.8,81.0,479.0,468.0,88,87.0, 70259870, 133440870
6.4,62.0,548.0,469.0,66,54.0, 54333290, 127730736
5.7,22.0,152.0,202.0,7,45.0, 54544638, 142044638
5.3,22.0,182.0,125.0,2,42.0, 26414527, 36897094
6.8,64.0,826.0,421.0,79,61.0, 51580236, 77278331
6.7,57.0,104.0,225.0,56,47.0, 3014696, 5634828
6.0,61.0,47.0,175.0,66,42.0, 633210, 1653792
5.7,37.0,533.0,460.0,41,37.0, 779188, 10635126
7.9,94.0,210.0,461.0,93,82.0, 6739492, 19851452
4.7,34.0,199.0,106.0,8,23.0, 3010, 921752
5.4,50.0,33.0,84.0,36,39.0, 10130219, 10702246
5.9,36.0,12.0,6.0,20,81.0, 243616, 243616
6.7,49.0,190.0,295.0,45,63.0, 57011521, 234989584
7.7,81.0,579.0,517.0,93,83.0, 56817045, 151119219
6.8,43.0,182.0,214.0,31,63.0, 125014030, 196114570
4.7,34.0,213.0,253.0,23,20.0, 28848693, 56722693
6.3,40.0,37.0,44.0,22,38.0, 75143, 120823
5.9,42.0,387.0,404.0,34,50.0, 37519139, 116471580
5.8,59.0,188.0,233.0,69,46.0, 100370, 101729
7.5,60.0,33.0,55.0,67,81.0, 258223, 342202
7.1,76.0,255.0,304.0,87,74.0, 5354039, 19504039
4.3,24.0,65.0,89.0,11,51.0, 133110742, 342695435
6.5,59.0,292.0,404.0,43,44.0, 37306030, 84920539
5.3,40.0,855.0,413.0,27,38.0, 47387723, 183887723
6.0,34.0,168.0,219.0,17,43.0, 27367660, 146936910
6.7,81.0,305.0,416.0,87,60.0, 13960394, 24270399
4.2,53.0,863.0,264.0,42,27.0, 100478608, 132675864
6.3,,124.0,35.0,60,61.0, 1288549, 2942554
5.9,38.0,79.0,124.0,18,44.0, 55750480, 110387072
6.6,51.0,69.0,76.0,54,79.0, 91547205, 96070507
6.4,51.0,34.0,48.0,38,60.0, 5571497, 6972226
6.1,49.0,137.0,224.0,44,40.0, 37053924, 40547440
5.8,50.0,246.0,284.0,62,52.0, 42587643, 157887643
6.3,44.0,534.0,540.0,58,56.0, 234911825, 493311825
7.0,72.0,198.0,338.0,88,72.0, 56003051, 107139399
6.0,71.0,7.0,12.0,82,66.0, 135809, 135809
6.3,71.0,226.0,337.0,80,49.0, 16311571, 22939027
6.5,56.0,54.0,19.0,38,63.0, 204232, 204232
5.2,32.0,842.0,369.0,29,30.0, 103144286, 389681935
7.2,45.0,83.0,120.0,32,70.0, 6002756, 6633207
7.0,42.0,186.0,35.0,33,86.0, 34522221, 35185884
4.0,22.0,141.0,236.0,19,22.0, 18877153, 40136479
6.3,46.0,177.0,157.0,38,44.0, 8305970, 160078586
6.1,43.0,46.0,76.0,22,34.0, 17186, 108139
6.7,53.0,514.0,370.0,37,51.0, 37520095, 173930596
6.4,60.0,132.0,180.0,70,51.0, 24816118, 25804448
6.9,62.0,645.0,463.0,68,73.0, 218815487, 549368315
5.7,56.0,62.0,49.0,57,58.0, 37295394, 37710610
5.8,70.0,125.0,208.0,74,35.0, 972512, 1567905
5.6,39.0,53.0,77.0,25,30.0, 1242, 595268
6.4,58.0,341.0,317.0,57,44.0, 59650222, 179379533
7.8,76.0,390.0,313.0,92,89.0, 177002924, 621537519
5.9,37.0,93.0,85.0,21,33.0, 137921, 3696232
5.9,37.0,93.0,85.0,83,59.0, 137921, 3696232
5.7,37.0,259.0,316.0,27,49.0, 83670083, 301970083
7.0,56.0,107.0,153.0,65,68.0, 36457627, 38307627
6.4,40.0,130.0,154.0,40,65.0, 45290318, 73100172
7.0,72.0,883.0,557.0,81,75.0, 127004179, 260095986
6.5,41.0,390.0,355.0,32,57.0, 28795985, 60795985
7.2,51.0,304.0,232.0,56,67.0, 42629776, 65663276
7.9,89.0,636.0,584.0,95,87.0, 44671682, 133432856
5.5,43.0,94.0,104.0,0,39.0, 304318, 2106557
5.5,43.0,94.0,104.0,67,47.0, 304318, 2106557
5.5,43.0,94.0,104.0,20,34.0, 304318, 2106557
5.7,40.0,70.0,77.0,24,28.0, 1659002, 1659002
6.4,45.0,221.0,201.0,28,67.0, 36665854, 69015854
6.5,37.0,56.0,68.0,100,91.0, 1359910, 1362018
6.5,37.0,56.0,68.0,28,63.0, 1359910, 1362018
6.6,50.0,31.0,145.0,49,54.0, 573335, 1474471
8.0,67.0,552.0,378.0,86,89.0, 17742948, 33384127
5.0,58.0,100.0,126.0,56,34.0, 5460, 369179
6.4,35.0,128.0,225.0,31,46.0, 29807260, 44907260
4.4,12.0,60.0,45.0,9,16.0, 7886, 1675381
5.4,37.0,37.0,76.0,25,47.0, 9409538, 11417362
4.0,31.0,9.0,12.0,26,21.0, 6141, 6141
6.9,65.0,1212.0,600.0,72,77.0, 101802906, 411002906
5.8,38.0,151.0,124.0,18,53.0, 44922302, 55668698
3.4,18.0,194.0,120.0,4,29.0, 36661504, 80547866
6.6,49.0,145.0,234.0,37,62.0, 161321843, 877244782
7.3,50.0,734.0,400.0,50,70.0, 117723989, 351723989
7.0,67.0,81.0,137.0,91,76.0, 2450867, 20423628
6.6,38.0,192.0,224.0,33,57.0, 32363404, 49263404
7.4,85.0,254.0,340.0,92,81.0, 1730296, 3099314
7.5,64.0,1877.0,561.0,72,77.0, 137690172, 582890172
4.3,19.0,62.0,34.0,14,9.0, 38898, 1572040
6.5,56.0,178.0,180.0,76,67.0, 153707064, 346864462
6.8,58.0,267.0,454.0,69,60.0, 1714221, 12077441
6.1,49.0,85.0,128.0,47,36.0, 9747, 3926386
5.8,65.0,47.0,75.0,86,67.0, 454121, 555511
5.5,31.0,243.0,141.0,16,55.0, 7791979, 15391979
7.3,62.0,304.0,318.0,75,85.0, 368065385, 970766005
6.4,58.0,190.0,153.0,64,57.0, 12241122, 16373843
5.7,39.0,120.0,175.0,25,49.0, 90288712, 239258712
5.7,50.0,110.0,150.0,37,39.0, 37134215, 41863726
4.6,40.0,13.0,44.0,29,31.0, 636706, 636706
6.2,54.0,101.0,123.0,61,58.0, 66954149, 100654149
5.3,52.0,32.0,41.0,37,49.0, 9177065, 9307065
6.2,66.0,519.0,309.0,83,50.0, 97685686, 140705322
6.7,34.0,183.0,184.0,13,67.0, 71349120, 97594140
7.0,69.0,504.0,421.0,85,71.0, 64575175, 126636097
7.1,84.0,705.0,519.0,95,72.0, 4563650, 86758912
5.4,32.0,29.0,118.0,28,24.0, 9233, 554953
5.3,50.0,91.0,100.0,42,32.0, 18464, 638274
